****Estoy modificando un archivo de texto, en este caso, a trav√©s de nano desde la consola de ubuntu

dir	descrip	tam dir
 Directorio de D:\PR\alex\Behavior Score\Finanzia	"23 archivos      2,117,021 bytes"	0.002
 Directorio de D:\Personal hga\GastosMÇdicosGNP\Premier	" 1 archivos      2,113,220 bytes"	0.002
 Directorio de D:\Negocio2012\impactos	" 1 archivos      2,094,106 bytes"	0.002
 Directorio de D:\GrupoInnovaci¢n\dh\2011	"12 archivos      2,084,352 bytes"	0.002
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\PD\ENTREGA_AGO\FRP_AGO	"10 archivos      2,034,688 bytes"	0.002
 Directorio de D:\MarcoMet Modelos	" 1 archivos      2,000,249 bytes"	0.002
 Directorio de D:\Personal hga\Comprobantes\h2o\2013	" 6 archivos      1,989,137 bytes"	0.002
 Directorio de D:\CalibracionesHipotecas2014	"18 archivos      1,974,799 bytes"	0.002
 Directorio de D:\Venta de Cartera Hipotecaria\Actualizaci¢nPortafolio_VentaEscalonada	" 7 archivos      1,974,339 bytes"	0.002
 Directorio de D:\RAR3_2012\PD\Codigos finales\enviados\Nueva carpeta	"10 archivos      1,972,838 bytes"	0.002
 Directorio de D:\ME	" 1 archivos      1,961,426 bytes"	0.002
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\escenarios_contigencia 2006\entregable calculo de contingencia	"21 archivos      1,952,999 bytes"	0.002
 Directorio de D:\Calibraciones2012\Validaci¢n Interna	" 1 archivos      1,947,166 bytes"	0.002
 Directorio de D:\RAR3_2012\Validaci¢n Interna	" 1 archivos      1,946,966 bytes"	0.002
 Directorio de D:\respaldo maquina on M825016\Cod varios	"23 archivos      1,939,535 bytes"	0.002
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\BHS\V3\2. Excel Finanzia	"10 archivos      1,926,144 bytes"	0.002
" Directorio de D:\Mis documentos\Calibre Library\Unknown\Credit Scoring, Augmentation and Lean Mo (2)"	" 3 archivos      1,924,877 bytes"	0.002
 Directorio de D:\RAR\Documentos\2008	" 6 archivos      1,922,560 bytes"	0.002
 Directorio de D:\TDC2014\AC\SeriesMacro	"12 archivos      1,910,632 bytes"	0.002
 Directorio de D:\Negocio2012\MicroNegocios\Impactos	" 4 archivos      1,903,490 bytes"	0.002
 Directorio de D:\Mis documentos\Mis im†genes	"25 archivos      1,902,069 bytes"	0.002
 Directorio de D:\Personal hga\Comprobantes\Gas	"28 archivos      1,878,499 bytes"	0.002
 Directorio de D:\Respaldo Jes£s\TerceraEstimaci¢n\Downturn	" 5 archivos      1,867,962 bytes"	0.002
 Directorio de D:\GDrive\Foreign Affairs	"10 archivos      1,863,720 bytes"	0.002
 Directorio de D:\Contingencia 2011\Requerimientos	" 3 archivos      1,863,680 bytes"	0.002
 Directorio de D:\ACR	" 3 archivos      1,854,167 bytes"	0.002
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\escenarios_contigencia 2006\Nueva carpeta\analisis de sensibilidad sobre mun_id	"28 archivos      1,847,518 bytes"	0.002
 Directorio de D:\Plan de Estudios\Modelos Lineales Generalizados\Princeton	"12 archivos      1,834,667 bytes"	0.002
 Directorio de D:\DocsRAR\Dise§o	" 6 archivos      1,818,624 bytes"	0.002
 Directorio de D:\RAR3\Parametr°a	" 5 archivos      1,810,432 bytes"	0.002
 Directorio de D:\Calibraciones2012\Modelo Actual\BHS\BHS Finanzia	"10 archivos      1,796,937 bytes"	0.002
 Directorio de D:\respaldo maquina on M825016\2007\ANALISIS_TDC_NEG_BANC	" 3 archivos      1,794,048 bytes"	0.002
 Directorio de D:\GravityHipotecasV2\v1\Enrique	" 8 archivos      1,764,508 bytes"	0.002
 Directorio de D:\GDrive\fotos	"11 archivos      1,737,997 bytes"	0.002
 Directorio de D:\Calibraciones TDC 2013\ACEspa§a\PD Futura	" 1 archivos      1,722,368 bytes"	0.002
 Directorio de D:\hipotecas\Recreaci¢n pds samuel	" 4 archivos      1,715,832 bytes"	0.002
 Directorio de D:\Venta de Cartera Hipotecaria\Escenarios\Cuadre Oscar	" 5 archivos      1,703,103 bytes"	0.002
 Directorio de D:\RAR3\DocsMan	" 7 archivos      1,699,328 bytes"	0.002
 Directorio de D:\Plan de Estudios\Papers	" 3 archivos      1,691,688 bytes"	0.002
 Directorio de D:\Respaldo Enrique\Gravity Hipoteca\SAS	"10 archivos      1,686,111 bytes"	0.002
 Directorio de D:\BCBS	" 3 archivos      1,682,598 bytes"	0.002
 Directorio de D:\RAR3\funcionales	" 6 archivos      1,677,260 bytes"	0.002
 Directorio de D:\DocsRAR\Manualidades Paquete	" 8 archivos      1,676,800 bytes"	0.002
 Directorio de D:\GravityHipotecasV2	"11 archivos      1,674,511 bytes"	0.002
 Directorio de D:\Negocio2010\2010\Impactos\ivan	" 4 archivos      1,657,856 bytes"	0.002
 Directorio de D:\TDC2014\Parametr°aTSM\Entrega 22Ago2014	" 4 archivos      1,628,300 bytes"	0.002
 Directorio de D:\respaldo maquina on M825016\2007\ANALISIS_TDC_NEG_APL	" 5 archivos      1,624,064 bytes"	0.002
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\C¢digos	"30 archivos      1,614,476 bytes"	0.002
 Directorio de D:\RAR\Documentos\Final	" 2 archivos      1,613,505 bytes"	0.002
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\EJERCICIO EAD 2000 final\BDE_MODIFICACIONES_ENE	" 5 archivos      1,606,144 bytes"	0.001
 Directorio de D:\ScoreReactivoHipotecaria	" 2 archivos      1,604,031 bytes"	0.001
 Directorio de D:\Jornadas	" 2 archivos      1,591,296 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\reest	" 3 archivos      1,580,032 bytes"	0.001
 Directorio de D:\Financiera\BasesMar09	" 3 archivos      1,575,668 bytes"	0.001
 Directorio de D:\Contingencia_Hipotecario\parametr°a abril2013	" 1 archivos      1,564,672 bytes"	0.001
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados\severidad media	" 6 archivos      1,542,144 bytes"	0.001
 Directorio de D:\GPU Computing	" 3 archivos      1,528,941 bytes"	0.001
 Directorio de D:\TÇcnicasAc°clicas2014\Felipe\Versi¢n definitiva	" 2 archivos      1,517,136 bytes"	0.001
 Directorio de D:\Entrega Nayeli\MODELO TOY_GLOBAL\Books\Riesgo Operativo	" 1 archivos      1,508,090 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\contingencia\Nueva carpeta\lay_out	"10 archivos      1,494,662 bytes"	0.001
 Directorio de D:\Calibraciones TDC 2013\Dossier completo	" 1 archivos      1,483,182 bytes"	0.001
 Directorio de D:\Financiera\C¢digos	"56 archivos      1,471,672 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\BBVA\TDC\Estados de Cuenta	" 9 archivos      1,468,419 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\PD\ENTREGA_AGO\FRP_AGO\ejercicios RAR NOV	" 4 archivos      1,459,712 bytes"	0.001
 Directorio de D:\GpoInnova2014\Presentaci¢n	" 6 archivos      1,456,701 bytes"	0.001
 Directorio de D:\Finanzia2010	" 1 archivos      1,452,032 bytes"	0.001
 Directorio de D:\BHS Transaccional\Cat†logos	" 1 archivos      1,447,936 bytes"	0.001
 Directorio de D:\TDC2014\Parametr°aTSM\Entrega 26Ago2014	" 4 archivos      1,440,654 bytes"	0.001
 Directorio de D:\CÇdulas y AC\Escenario2	" 3 archivos      1,430,797 bytes"	0.001
 Directorio de D:\Calibraciones2012\R\bancarias	" 7 archivos      1,418,240 bytes"	0.001
 Directorio de D:\Calibraciones Consumo 2013\Codigos de calibracion y consumo\Documentos\LGD	" 4 archivos      1,402,944 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\Transferencias\TraspasoDep¢sitosMAS	"18 archivos      1,401,599 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\severidad\PRUEBA_SEV	"36 archivos      1,398,659 bytes"	0.001
 Directorio de D:\Respaldo Jes£s\TerceraEstimaci¢n\Parametria	"11 archivos      1,396,167 bytes"	0.001
 Directorio de D:\Negocio2011\R\PD	" 4 archivos      1,394,176 bytes"	0.001
 Directorio de D:\Personal hga\banamex\2012	" 5 archivos      1,392,013 bytes"	0.001
 Directorio de D:\TDC2014\Parametr°aTSM\Entrega 02Sep2014	" 2 archivos      1,388,931 bytes"	0.001
 Directorio de D:\B\Reconstruccion Hipotecaria Nov\estimacion feb12\Casos enviados	" 7 archivos      1,375,744 bytes"	0.001
 Directorio de D:\Reconstruccion Hipotecaria Nov\estimacion feb12\Casos enviados	" 7 archivos      1,375,744 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\TDC NEGOCIOS\SEV_PREFINAL\IMPACTOS FINAL	" 3 archivos      1,370,624 bytes"	0.001
 Directorio de D:\Bancarias2011\2011\Resultados\hga\lgd	" 5 archivos      1,356,288 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\Nueva Segmentaci¢n\S1\Proyecto	" 2 archivos      1,332,904 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\TASAS	" 2 archivos      1,326,592 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\h2o\2014	" 4 archivos      1,326,463 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\h2o\2015	" 4 archivos      1,326,453 bytes"	0.001
 Directorio de D:\Venta Carter TDC Consumo Abr15\Cobranza May15	" 3 archivos      1,317,722 bytes"	0.001
 Directorio de D:\Calibraciones2012\Metodolog°a	" 1 archivos      1,295,872 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\S3	" 4 archivos      1,294,611 bytes"	0.001
 Directorio de D:\ArreglaScorecards\Presentaci¢n 18Feb	" 5 archivos      1,293,074 bytes"	0.001
 Directorio de D:\CalibracionesHipotecas2014\Parametr°as\AlternativaAC2\Herr Reactivas	" 1 archivos      1,288,704 bytes"	0.001
 Directorio de D:\Calibraciones TDC 2013\D2	" 3 archivos      1,281,847 bytes"	0.001
 Directorio de D:\Calibraciones2012\Modelo Actual\BHS\BHS Bancarias	" 7 archivos      1,274,063 bytes"	0.001
 Directorio de D:\Programacion Lineal\Documentos	" 2 archivos      1,265,135 bytes"	0.001
 Directorio de D:\Cuaderno Par†metros\tarjetas	" 3 archivos      1,262,080 bytes"	0.001
 Directorio de D:\Contingencia2012	" 6 archivos      1,241,129 bytes"	0.001
 Directorio de D:\Calibraciones TDC 2013\Auto_Jennifer	" 2 archivos      1,233,408 bytes"	0.001
 Directorio de D:\RAR3\Castigos no marcados	" 5 archivos      1,232,395 bytes"	0.001
 Directorio de D:\TDC_RARCIERRE2011\Par†metros\PD	"12 archivos      1,230,170 bytes"	0.001
 Directorio de D:\GrupoInnovaci¢n\dh\2010	" 9 archivos      1,224,192 bytes"	0.001
 Directorio de D:\Calibraciones2012\Macros_Excel	" 2 archivos      1,221,072 bytes"	0.001
 Directorio de D:\Negocio2012\Documentaci¢n	" 3 archivos      1,214,464 bytes"	0.001
 Directorio de D:\RAR2010	" 5 archivos      1,212,588 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\TDC NEGOCIOS\SEV_PREFINAL\costos	" 1 archivos      1,210,368 bytes"	0.001
 Directorio de D:\Calibraciones2012\Automatizaci¢n(Desarrollo)	" 1 archivos      1,200,128 bytes"	0.001
 Directorio de D:\Personal hga\GastosMÇdicosAXA\PlanPlus	" 5 archivos      1,196,775 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\prÇstamos al consumo	"17 archivos      1,196,712 bytes"	0.001
 Directorio de D:\Presentaci¢nSep2010\hipotecario	" 5 archivos      1,193,984 bytes"	0.001
 Directorio de D:\Venta de Cartera Hipotecaria\Actualizaci¢nPortafolio Oct8	" 6 archivos      1,179,536 bytes"	0.001
 Directorio de D:\IS	" 1 archivos      1,175,552 bytes"	0.001
 Directorio de D:\GDrive\ArreglaScorecards\Presentaci¢n 18Feb	" 4 archivos      1,157,926 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\TDC NEGOCIO\BASES ORIGEN\analisis base final2	" 5 archivos      1,153,536 bytes"	0.001
 Directorio de D:\ArreglaScorecards\ReportePLP4	" 2 archivos      1,147,841 bytes"	0.001
 Directorio de D:\TDC2014	" 5 archivos      1,130,995 bytes"	0.001
 Directorio de D:\NuevoEjeCalibConsumo2013\proyecto financia hector	"43 archivos      1,127,296 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\Santander	"16 archivos      1,112,815 bytes"	0.001
 Directorio de D:\RAR\Revisi¢n docs	" 7 archivos      1,106,944 bytes"	0.001
 Directorio de D:\RAR3_2012\CCFs\Adriana\Salidas\Documentacio	" 5 archivos      1,102,810 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\Algoritmos GenÇticos	" 9 archivos      1,101,975 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\TDC NEGOCIO\IMPACTOS\imp 2007	" 1 archivos      1,093,632 bytes"	0.001
 Directorio de D:\Infonacot\SobreAforos	" 8 archivos      1,092,654 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\SAS\Datos Multivariate Statistical Methods\data	"27 archivos      1,088,512 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\VALIDACIONES_BNC	"16 archivos      1,079,808 bytes"	0.001
 Directorio de D:\Venta de Cartera Hipotecaria\MVP	" 1 archivos      1,078,926 bytes"	0.001
 Directorio de D:\Negocio2011\Documentaci¢n	" 4 archivos      1,074,176 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\Banamex\EdosCta\TravelPass	" 1 archivos      1,070,679 bytes"	0.001
 Directorio de D:\CircularCNBV	" 1 archivos      1,066,133 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\S1\Proyectos	" 2 archivos      1,066,109 bytes"	0.001
 Directorio de D:\PR\alex\Behavior Score\Bancarias	"13 archivos      1,065,868 bytes"	0.001
 Directorio de D:\TDC2014\Calibraciones Reactivas	" 4 archivos      1,046,693 bytes"	0.001
 Directorio de D:\Respaldo Jes£s\Estimacion_Final\Entregables\Documentacion\Docs2012_NvoFormato	" 5 archivos      1,032,437 bytes"	0.001
 Directorio de D:\Bancarias2011\2011\Resultados\hga\lgd\matriz_mora_tmora	" 7 archivos      1,020,416 bytes"	0.001
 Directorio de D:\Calibraciones2012	" 9 archivos      1,019,392 bytes"	0.001
 Directorio de D:\RAR3\Costos	" 7 archivos      1,015,296 bytes"	0.001
 Directorio de D:\B\Contingencia_Hipotecario\codigos rodolfo	"27 archivos      1,009,316 bytes"	0.001
 Directorio de D:\Contingencia_Hipotecario\codigos rodolfo	"27 archivos      1,009,316 bytes"	0.001
 Directorio de D:\Financiera\ATP	" 8 archivos      1,003,464 bytes"	0.001
 Directorio de D:\Empresas\documentos	" 3 archivos      1,001,984 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\catalogos\consumo	" 5 archivos      1,000,960 bytes"	0.001
 Directorio de D:\TDC2014\Informe VI	" 1 archivos      1,000,288 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\PD\EJERCICIO_0	" 3 archivos        998,400 bytes"	0.001
 Directorio de D:\Infonacot\Sin corregir sus moras	" 1 archivos        994,816 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\ph\2010	" 5 archivos        993,124 bytes"	0.001
 Directorio de D:\Hip\recons	" 5 archivos        981,082 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\C¢digos VarBur¢ Astrid	" 9 archivos        976,999 bytes"	0.001
 Directorio de D:\Calibraciones2012\cat†logos	"50 archivos        975,107 bytes"	0.001
 Directorio de D:\CÇdulas y AC	" 3 archivos        956,928 bytes"	0.001
 Directorio de D:\GDrive\puzzles	" 4 archivos        955,726 bytes"	0.001
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados\Filtro enero 2010	" 2 archivos        945,152 bytes"	0.001
 Directorio de D:\B\Contingencia_Hipotecario\Bases	" 4 archivos        943,421 bytes"	0.001
 Directorio de D:\Contingencia_Hipotecario\Bases	" 4 archivos        943,421 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\SVM (Ejemplos y documentaci¢n)	" 2 archivos        931,941 bytes"	0.001
 Directorio de D:\Negocio2012\MicroNegocios\Docs	" 3 archivos        931,840 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\TDC NEGOCIOS\catalogos_entregados	" 6 archivos        929,856 bytes"	0.001
 Directorio de D:\CalibracionesHipotecas2014\Docs\Metodol¢gico	" 1 archivos        928,256 bytes"	0.001
 Directorio de D:\Negocio2012\R\LGD\Costos	" 4 archivos        927,165 bytes"	0.001
 Directorio de D:\Par†metros Estimaci¢n 2012\TDC	" 4 archivos        925,696 bytes"	0.001
 Directorio de D:\GDrive\ALLIANZ_OptiMaxx	" 1 archivos        925,274 bytes"	0.001
 Directorio de D:\Venta Carter TDC Consumo Abr15\Ejercicio Anterior	" 1 archivos        925,235 bytes"	0.001
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados\severidad media\bis	" 3 archivos        924,672 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\REEST_MANUEL\Punto 4\Minutas	"15 archivos        920,064 bytes"	0.001
 Directorio de D:\NvosModelosSP\CasosPracGCR\ALFA	" 5 archivos        917,920 bytes"	0.001
 Directorio de D:\NvosModelosSP\CasosPracGCR\KUO	" 5 archivos        917,755 bytes"	0.001
 Directorio de D:\CalibracionesHipotecas2014\Parametr°as\Herramientas Reactivas\Cat†logo anterior	" 1 archivos        911,360 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\TDC NEGOCIO\RESULTADOS OK\CATALOGOS	"12 archivos        885,760 bytes"	0.001
 Directorio de D:\GDrive\BIS\BaselII	" 1 archivos        883,293 bytes"	0.001
 Directorio de D:\TDC_RARCIERRE2011\Par†metros\LGD	" 1 archivos        870,962 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\ph\2012	" 4 archivos        862,517 bytes"	0.001
 Directorio de D:\hipotecas\SAUL	" 3 archivos        852,517 bytes"	0.001
 Directorio de D:\TDC2014\LGD\R2\Entrega Espa§a	" 2 archivos        851,642 bytes"	0.001
 Directorio de D:\Financiera\2010\Nueva Def Iinc y Seg	" 2 archivos        848,896 bytes"	0.001
 Directorio de D:\RAR3_2012\PD	" 1 archivos        848,416 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\SEV ANALISIS ABIERTOS\ANALISIS FINAL\EJE EAD_ABIERTOS INFERIDOS	" 5 archivos        843,776 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\2007\TDC NEGOCIOS\SEV_PREFINAL\sev con garant merced	" 2 archivos        840,192 bytes"	0.001
 Directorio de D:\TDC_RARCIERRE2011\Capacidad Discriminante	" 7 archivos        838,214 bytes"	0.001
 Directorio de D:\VI	" 1 archivos        836,096 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\S2	" 3 archivos        834,773 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\ph\2013	"10 archivos        823,835 bytes"	0.001
 Directorio de D:\TDC2014\Poder Discriminante	" 3 archivos        818,106 bytes"	0.001
 Directorio de D:\Personal hga\Comprobantes\Santander\Free	"11 archivos        816,529 bytes"	0.001
 Directorio de D:\Financiera_Ayudamos\2012\Resultados\LGD\Costos	" 2 archivos        815,616 bytes"	0.001
 Directorio de D:\Par†metros Estimaci¢n 2012\Consumo\Impactos	" 2 archivos        815,278 bytes"	0.001
 Directorio de D:\CalibracionesHipotecas2014\validaciones	" 4 archivos        815,104 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\severidad\PRUEBA_SEV\TEMPO	"94 archivos        813,056 bytes"	0.001
 Directorio de D:\respaldo maquina on M825016\RAR\BBVA Bancomer Junio 2007 en 150.100.118.167\Anexos\Rating	" 6 archivos        812,553 bytes"	0.001
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados\oct2010	" 5 archivos        808,688 bytes"	0.001
 Directorio de D:\ArreglaScorecards\Informe	" 3 archivos        806,808 bytes"	0.001
 Directorio de D:\GDrive\ArreglaScorecards\Informe	" 3 archivos        806,808 bytes"	0.001
 Directorio de D:\GrupoInnovaci¢n\Depuraci¢n	"11 archivos        804,624 bytes"	0.001
 Directorio de D:\RAR3\Documentaci¢n\CCF	" 2 archivos        804,295 bytes"	0.001
 Directorio de D:\B\Consumo\C2013\VentasCartera	" 2 archivos        798,859 bytes"	0.001
 Directorio de D:\B\Reconstruccion Hipotecaria Nov\tasas	" 6 archivos        795,850 bytes"	0.001
 Directorio de D:\Reconstruccion Hipotecaria Nov\tasas	" 6 archivos        795,850 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\v1\S3\Segmento3_ok	"11 archivos        792,250 bytes"	0.001
 Directorio de D:\Temporal\Segmento3_ok	"11 archivos        792,250 bytes"	0.001
 Directorio de D:\GDrive\Android Photos	" 2 archivos        790,479 bytes"	0.001
 Directorio de D:\GDrive\NuevoEjeCalibConsumo2013\Proyecto	" 2 archivos        778,445 bytes"	0.001
 Directorio de D:\Calibraciones2012\BHS\pdemp°rica vs pd aplicada	" 9 archivos        776,886 bytes"	0.001
 Directorio de D:\GDrive\BoletosTicketmaster	" 4 archivos        770,772 bytes"	0.001
 Directorio de D:\Presentaci¢nSep2010\respaldo	" 1 archivos        765,440 bytes"	0.001
 Directorio de D:\GravityHipotecasV2\S1\Resultados	"10 archivos        762,169 bytes"	0.001
 Directorio de D:\swp55\Docs	"19 archivos        761,688 bytes"	0.001
